document,title,body,jurisdiction,region,type,version,date,current,changes,sourceUrl,archiveUrl,url
law-society-ireland-generative-ai-guidance,Use of Generative AI: Guidance for the Legal Profession,Law Society of Ireland,ireland,,guidance,Version 4 (12 November 2025),2025-11-12,true,,https://www.lawsociety.ie/globalassets/documents/cybersecurity/2025-12-generative-ai-guidelines-v4.pdf,,https://safelegalai.com/regulation/ireland/law-society-ireland-generative-ai-guidance
ph-sc-2025-code-judicial-conduct-accountability,A.M. No. 25-04-04-SC: The 2025 Code of Judicial Conduct and Accountability,Supreme Court of the Philippines,other,,court-rule,Promulgated,2025-11-11,true,,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/11/100836,,https://safelegalai.com/regulation/other/ph-sc-2025-code-judicial-conduct-accountability
co-corte-suprema-stc17832-2025,STC17832-2025: annulment of a judgment based on non-existent jurisprudential citations,CSJ Sala Civil,other,,judgment-guidance,"Judgment, MP Adriana Lopez Martinez",2025-11-05,true,"Initial decision; reported by Infobae, official text not obtained.",https://www.infobae.com/colombia/2025/11/12/historico-fallo-de-la-corte-suprema-sobre-el-uso-de-la-ia-en-colombia-por-primera-vez-anulo-una-decision-judicial-apoyada-en-citas-falsas/,,https://safelegalai.com/regulation/other/co-corte-suprema-stc17832-2025
in-meity-india-ai-governance-guidelines-2025,India AI Governance Guidelines,MeitY,india,,guidance,Original,2025-11-05,true,Released 5 November 2025; official PDF hosted on indiaai.gov.in was not retrievable.,https://www.newsonair.gov.in/meity-unveils-india-ai-governance-guidelines-to-promote-safe-and-responsible-ai-adoption,,https://safelegalai.com/regulation/india/in-meity-india-ai-governance-guidelines-2025
us-nysd-torres-2025-genai-rule11-confirmation,Individual Practices in Civil Cases: Use of Generative Artificial Intelligence,Southern District of New York (Judge Torres),us-federal,New York,standing-order,As posted (undated),2025-11-05,true,,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/AT%20Torres%20Individual%20Practices%20in%20Civil%20Cases%20-%202025.11.5%20%28ADOPTED%29.pdf,,https://safelegalai.com/regulation/us-federal/us-nysd-torres-2025-genai-rule11-confirmation
es-icam-guia-buenas-practicas-ia-abogacia-2025,ICAM Guide of Good Practice for the use of AI in the legal profession (Guia ICAM IA 2025),ICAM,other,Madrid,guidance,October 2025,2025-10-31,true,Original (exact day not shown on the page).,https://web.icam.es//wp-content/uploads/2025/10/Guia-ICAM_IA_2025_2.pdf,,https://safelegalai.com/regulation/other/es-icam-guia-buenas-practicas-ia-abogacia-2025
uk-judiciary-ai-guidance,Artificial Intelligence (AI): Judicial Guidance,UK Judiciary,uk,,guidance,October 2025 (v3),2025-10-31,true,Replaces the April 2025 version; expands guidance on identifying AI-generated material from litigants and lawyers and on judges' personal responsibility for anything produced with AI assistance.,https://www.judiciary.uk/guidance-and-resources/artificial-intelligence-ai-judicial-guidance-october-2025/,,https://safelegalai.com/regulation/uk/uk-judiciary-ai-guidance
uk-judiciary-ai-guidance,Artificial Intelligence (AI): Judicial Guidance,UK Judiciary,uk,,guidance,April 2025 (v2),2025-04-14,false,"Extended to all judicial office holders, added a glossary, and addressed hallucinated case law and deepfake evidence.",https://www.judiciary.uk/guidance-and-resources/artificial-intelligence-ai-judicial-guidance/,,https://safelegalai.com/regulation/uk/uk-judiciary-ai-guidance
uk-judiciary-ai-guidance,Artificial Intelligence (AI): Judicial Guidance,UK Judiciary,uk,,guidance,December 2023 (v1),2023-12-12,false,,https://www.judiciary.uk/guidance-and-resources/artificial-intelligence-ai-judicial-guidance/,,https://safelegalai.com/regulation/uk/uk-judiciary-ai-guidance
us-mt-4th-district-rule-3g-generative-ai,"Montana Fourth Judicial District Court Rules of Practice, Rule 3.G — Pleading Requirements for Use of Generative Artificial Intelligence",MT 4th Judicial District Court,us-state,Montana,court-rule,"Rev. October 31, 2025",2025-10-31,true,Rule 3.G added to the district's Rules of Practice,https://courts.mt.gov/external/dcourt/dc_rules/4th.pdf,,https://safelegalai.com/regulation/us-state/us-mt-4th-district-rule-3g-generative-ai
us-md-mezu-v-mezu,"Mezu v. Mezu, No. 361, Sept. Term 2025 (Appellate Court of Maryland, reported, 29 Oct 2025)",Appellate Court of Maryland,us-state,Maryland,judgment-guidance,Reported opinion,2025-10-29,true,Reported opinion issued,https://www.mdcourts.gov/data/opinions/cosa/2025/0361s25.pdf,,https://safelegalai.com/regulation/us-state/us-md-mezu-v-mezu
us-nysd-broderick-2025-genai-disclosure-certification,Individual Rules & Practices in Civil Cases: Use of Generative Artificial Intelligence,Southern District of New York (Judge Broderick),us-federal,New York,standing-order,Original,2025-10-29,true,,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/VSB%20Broderick%20Civil%20Rules%20-%20rev%202025.10.29.pdf,,https://safelegalai.com/regulation/us-federal/us-nysd-broderick-2025-genai-disclosure-certification
ph-sc-2025-code-conduct-court-officials-personnel,A.M. No. 25-06-11-SC: The 2025 Code of Conduct and Accountability for Court Officials and Personnel,Supreme Court of the Philippines,other,,court-rule,Promulgated,2025-10-28,true,,https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/11/100842,,https://safelegalai.com/regulation/other/ph-sc-2025-code-conduct-court-officials-personnel
us-ut-judicial-council-interim-genai-rules,Utah Judicial Council Interim Rules on the Use of Generative AI,Utah Judicial Council,us-state,Utah,policy,Interim rules,2025-10-27,true,Interim rules implemented for court-related work and court-owned devices,https://sites.google.com/utcourts.gov/courts-hr/policy/ai-information,,https://safelegalai.com/regulation/us-state/us-ut-judicial-council-interim-genai-rules
cl-boletin-16821-19-ai-systems-bill,"Bill regulating artificial intelligence systems (Boletin 16821-19, merged with 15869-19)",Congreso,other,,statute,"Second constitutional stage, Senate Future Challenges Committee",2025-10-24,true,Passed the Chamber of Deputies; under Senate committee study.,https://www.senado.cl/comunicaciones/noticias/proyecto-que-regula-sistemas-de-inteligencia-artificial-sera-estudiado-por,,https://safelegalai.com/regulation/other/cl-boletin-16821-19-ai-systems-bill
cl-boletin-16821-19-ai-systems-bill,"Bill regulating artificial intelligence systems (Boletin 16821-19, merged with 15869-19)",Congreso,other,,statute,Executive message introduced,2024-05-07,false,,https://www.camara.cl/legislacion/proyectosdeley/tramitacion.aspx?prmID=17429&prmBOLETIN=16821-19,,https://safelegalai.com/regulation/other/cl-boletin-16821-19-ai-systems-bill
us-il-ardc-implementing-generative-ai-guide,ARDC: Implementing Generative AI for Illinois Attorneys,Illinois ARDC,us-state,Illinois,guidance,Original,2025-10-24,true,Initial publication,https://iardc.org/Files/Implementing-AI-Guide/?page=1,,https://safelegalai.com/regulation/us-state/us-il-ardc-implementing-generative-ai-guide
us-nysd-cronan-2025-ai-certification,Individual Rules and Practices in Civil Cases: Use of Artificial Intelligence Tools,Southern District of New York (Judge Cronan),us-federal,New York,standing-order,As posted (undated),2025-10-23,true,,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/JPC%20Cronan%20Individual%20Civil%20Rules%20-%20Updated%202025.10.23.pdf,,https://safelegalai.com/regulation/us-federal/us-nysd-cronan-2025-ai-certification
us-sd-ohio-graham-genai-standing-order,Standing Order on the Use of Generative Artificial Intelligence (Judge James L. Graham),S.D. Ohio (Graham),us-federal,Ohio,standing-order,Original,2025-10-21,true,,https://www.ohsd.uscourts.gov/sites/ohsd/files/10-21-25%20JLG%20Standing%20Order%20on%20the%20Use%20of%20Generative%20AI.pdf,,https://safelegalai.com/regulation/us-federal/us-sd-ohio-graham-genai-standing-order
us-sdd-court-2025-proposed-civil-ai-rule,Proposed Civil Local Rule 7.2 Artificial Intelligence,District of South Dakota,us-federal,South Dakota,court-rule,Original,2025-10-20,true,,https://www.sdd.uscourts.gov/sites/sdd/files/Civil%20Local%20Rules%20-%2010.2025%20EDITS%2C%20Clean.pdf,,https://safelegalai.com/regulation/us-federal/us-sdd-court-2025-proposed-civil-ai-rule
us-sdd-court-2025-proposed-criminal-ai-rule,Proposed Criminal Local Rule 12.2 Artificial Intelligence,District of South Dakota,us-federal,South Dakota,court-rule,Original,2025-10-20,true,,https://www.sdd.uscourts.gov/sites/sdd/files/Criminal%20Local%20Rules%20-%2010.2025%20Edits%2C%20clean.pdf,,https://safelegalai.com/regulation/us-federal/us-sdd-court-2025-proposed-criminal-ai-rule
us-tx-denton-district-courts-2025-ai-standing-order,Denton County District Courts Standing Order Regarding Use of Artificial Intelligence,Denton County District Courts (Judge Judges),us-state,Texas,standing-order,Original,2025-10-16,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2640,,https://safelegalai.com/regulation/us-state/us-tx-denton-district-courts-2025-ai-standing-order
ar-csjn-acordada-10-2025-ai-summaries,Acordada 10/2025: AI-generated plain-language summaries of judgments (LEX100),CSJN,other,,court-rule,Implementation announced,2025-10-15,true,Automatic AI summaries for all judgments published via LEX100.,https://www.csjn.gov.ar/novedades/detalle/11349,,https://safelegalai.com/regulation/other/ar-csjn-acordada-10-2025-ai-summaries
it-cnf-informativa-ia-art-13,CNF communication to local bars with model client notice on AI use (Art. 13 Law 132/2025),CNF,other,,guidance,"Prot. 0007816, 13 October 2025",2025-10-13,true,,https://www.consiglionazionaleforense.it/documents/20182/0/Comunicazione+ai+COA+-+Schema+informativa+IA.pdf,,https://safelegalai.com/regulation/other/it-cnf-informativa-ia-art-13
mt-artificial-intelligence-regulations-sl-591-05,"Artificial Intelligence Regulations, 2025 (Subsidiary Legislation 591.05)",Malta (MDIA Act),other,,regulation,In force 10 October 2025; most operative provisions from 2 August 2026,2025-10-10,true,"Original; Legal Notice number not captured (landing page opened, PDF not readable).",https://legislation.mt/eli/sl/591.5/eng,,https://safelegalai.com/regulation/other/mt-artificial-intelligence-regulations-sl-591-05
ny-ucs-interim-ai-policy,Interim Policy on the Use of Artificial Intelligence,NY Unified Court System,us-state,New York,policy,Original,2025-10-10,true,,https://www.nycourts.gov/LegacyPDFS/a.i.-policy.pdf,,https://safelegalai.com/regulation/us-state/ny-ucs-interim-ai-policy
ccbe-guide-generative-ai-lawyers,CCBE Guide on the use of generative AI by lawyers,CCBE,eu,,guidance,Original,2025-10-02,true,,https://www.ccbe.eu/fileadmin/speciality_distribution/public/documents/IT_LAW/ITL_Guides_recommendations/EN_ITL_20251002_CCBE-guide-on-the-use-of-the-use-of-generative-AI-for-lawyers.pdf,,https://safelegalai.com/regulation/eu/ccbe-guide-generative-ai-lawyers
ph-house-bill-3462-ai-commission,House Bill No. 3462 (20th Congress): creating the Philippine Artificial Intelligence Commission,House of Representatives,other,,statute,Filed,2025-10-02,true,,https://docs.congress.hrep.online/legisdocs/basic_20/HB03462.pdf,,https://safelegalai.com/regulation/other/ph-house-bill-3462-ai-commission
ar-rio-negro-stj-acordada-15-2024-iagen-protocol,Acordada 15/2024 and October 2025 extension: Protocol of Good Practice for Generative AI in the Judiciary of Rio Negro,STJ Rio Negro,other,Rio Negro,court-rule,"Acordada extending the protocol to lawyers, experts and other external auxiliaries",2025-10-01,true,Protocol made mandatory for lawyers; courts may impose corrective sanctions and must refer fabricated citations to bar ethics tribunals.,https://justicia.ar/novedades/2029/2025/10/una-nueva-acordada-habilita-sanciones-a-la-abogacia-por-uso-indebido-de-inteligencia-artificial,,https://safelegalai.com/regulation/other/ar-rio-negro-stj-acordada-15-2024-iagen-protocol
ar-rio-negro-stj-acordada-15-2024-iagen-protocol,Acordada 15/2024 and October 2025 extension: Protocol of Good Practice for Generative AI in the Judiciary of Rio Negro,STJ Rio Negro,other,Rio Negro,court-rule,Acordada 15/2024: protocol for judicial personnel,2024-10-01,false,,https://www.justicia.ar/iniciativas/inteligencia-artificial,,https://safelegalai.com/regulation/other/ar-rio-negro-stj-acordada-15-2024-iagen-protocol
us-la-tech-commission-generative-ai-guidelines,Louisiana Supreme Court Technology Commission: Generative Artificial Intelligence Guidelines,Louisiana Technology Commission,us-state,Louisiana,guidance,Original,2025-10-01,true,"Initial publication; the source gives a month only (issued October 2025), so the day is recorded as the 1st",https://lajudicialcollege.org/LASC%20Tech%20Commission%20Generative%20AI%20Guidelines.pdf,,https://safelegalai.com/regulation/us-state/us-la-tech-commission-generative-ai-guidelines
us-mnd-court-2025-genai-faq,GenAI FAQ,District of Minnesota,us-federal,Minnesota,guidance,Original,2025-10-01,true,,https://www.mnd.uscourts.gov/sites/mnd/files/GenAI_FAQ.pdf,,https://safelegalai.com/regulation/us-federal/us-mnd-court-2025-genai-faq
canada-federal-court-interim-ai-principles,Interim Principles and Guidelines on the Court's Use of Artificial Intelligence,Federal Court of Canada,canada,,guidance,Interim principles,2025-09-29,true,,https://www.fct-cf.ca/en/pages/law-and-practice/artificial-intelligence,,https://safelegalai.com/regulation/canada/canada-federal-court-interim-ai-principles
it-legge-132-2025-intelligenza-artificiale,Law 23 September 2025 no. 132 on artificial intelligence (Legge 132/2025),Parliament (IT),other,,statute,"Original (GU Serie Generale n. 223, 25 September 2025)",2025-09-25,true,Enacted; in force 10 October 2025.,https://www.gazzettaufficiale.it/eli/id/2025/09/25/25G00143/sg,,https://safelegalai.com/regulation/other/it-legge-132-2025-intelligenza-artificiale
au-qld-sc-pd-5-2025-accuracy-of-references,Practice Direction Number 5 of 2025: Accuracy of References in Submissions,Supreme Court of Queensland,australia,Queensland,practice-direction,Original,2025-09-24,true,,https://www.courts.qld.gov.au/__data/assets/pdf_file/0010/882064/sc-pd-5-pf-2025.pdf,,https://safelegalai.com/regulation/australia/au-qld-sc-pd-5-2025-accuracy-of-references
us-id-oah-alj-ai-guidelines,Idaho Office of Administrative Hearings: Guidelines for Administrative Law Judges Regarding the Use of Artificial Intelligence,Idaho OAH,us-state,Idaho,guidance,Original,2025-09-24,true,Signed by Chief ALJ Bryan Nickels,https://oah.idaho.gov/wp-content/uploads/2025/09/OAH-AI-Guidelines.pdf,,https://safelegalai.com/regulation/us-state/us-id-oah-alj-ai-guidelines
at-oerak-ki-leitfaden-anwaltskanzleien,Künstliche Intelligenz (KI) in Anwaltskanzleien — Leitfaden und Checkliste für KI-Dienstleister,ÖRAK,other,,guidance,Stand September 2025,2025-09-23,true,Issued by the ÖRAK's IT and digitalisation committee and distributed with the Anwaltsblatt.,https://www.anwaltsblatt.at/fileadmin/user_upload/Anwaltsblatt/PDF/oerak_25_leitfaden-KI-folder_a4_250923.pdf,,https://safelegalai.com/regulation/other/at-oerak-ki-leitfaden-anwaltskanzleien
us-ctd-court-2025-ai-assisted-research-notice,Notice to Counsel and Litigants Regarding AI-Assisted Research,District of Connecticut,us-federal,Connecticut,guidance,Original,2025-09-12,true,,https://www.ctd.uscourts.gov/sites/default/files/Notice-to-Counsel-and-Litigants-Regarding-AI.pdf,,https://safelegalai.com/regulation/us-federal/us-ctd-court-2025-ai-assisted-research-notice
pe-ley-31814-inteligencia-artificial,Ley 31814: Law promoting the use of artificial intelligence for the country's economic and social development,Congreso,other,,statute,"Reglamento, Decreto Supremo 115-2025-PCM",2025-09-09,true,Implementing regulation adding a risk-based approach and obligations; the exact URL of the decree was not verified.,https://busquedas.elperuano.pe/dispositivo/NL/2192926-1,,https://safelegalai.com/regulation/other/pe-ley-31814-inteligencia-artificial
pe-ley-31814-inteligencia-artificial,Ley 31814: Law promoting the use of artificial intelligence for the country's economic and social development,Congreso,other,,statute,Published in El Peruano,2023-07-05,false,,https://busquedas.elperuano.pe/dispositivo/NL/2192926-1,,https://safelegalai.com/regulation/other/pe-ley-31814-inteligencia-artificial
us-pa-ujs-2025-genai-personnel-policy,Interim Policy on the Use of Generative Artificial Intelligence by Judicial Officers and Court Personnel,Unified Judicial System of Pennsylvania,us-state,Pennsylvania,policy,Original,2025-09-09,true,,https://www.pacourts.us/assets/opinions/Supreme/out/Attachment%20-%20106502825326188944.pdf?cb=1,,https://safelegalai.com/regulation/us-state/us-pa-ujs-2025-genai-personnel-policy
int-ciarb-ai-arbitration-guideline,Ciarb Guideline on the Use of AI in Arbitration (2025),Ciarb,international,,guidance,Updated September 2025,2025-09-05,true,Revised text; adds a template Agreement on the Use of AI and a template Procedural Order.,https://www.ciarb.org/media/bpndtcgu/guideline-on-the-use-of-ai-in-arbitration_updated-sept-2025.pdf,,https://safelegalai.com/regulation/international/int-ciarb-ai-arbitration-guideline
int-ciarb-ai-arbitration-guideline,Ciarb Guideline on the Use of AI in Arbitration (2025),Ciarb,international,,guidance,Original,2025-03-01,false,,https://www.ciarb.org/news-listing/ciarb-launches-guideline-on-the-use-of-ai-in-arbitration/,,https://safelegalai.com/regulation/international/int-ciarb-ai-arbitration-guideline
no-advokatforeningen-ai-guidance,Veiledning for bruk av kunstig intelligens i advokatvirksomhet,Advokatforeningen,other,,guidance,Approved by the board,2025-09-05,true,"Prepared by the Association's professional ethics committee and approved by the board on 5 September 2025; full text is members-only. Full text is members-only and was not read, so this record is unverified.",https://www.advokatforeningen.no/advokatetikk/anbefalinger/veiledning-for-bruk-av-kunstig-intelligens-i-advokatvirksomhet/,,https://safelegalai.com/regulation/other/no-advokatforeningen-ai-guidance
ca-qc-superior-court-ai-governance-framework,Cadre de gouvernance en matière d'intelligence artificielle [Artificial Intelligence Governance Framework],Quebec Superior Court,canada,Quebec,policy,September 2025,2025-09-01,true,"Month-only date: the source gives the month, so the 1st is recorded as the date. Recorded from the court's published framework listing; the PDF was not read in full, so this record is unverified.",https://coursuperieureduquebec.ca/fileadmin/cour-superieure/A_propos/2025-09_Cadre_gouvernance_IA_Cour_superieure_Quebec.pdf,,https://safelegalai.com/regulation/canada/ca-qc-superior-court-ai-governance-framework
ca-rule-of-court-10-430-generative-ai,California Rule of Court 10.430 and Standard 10.80: Generative AI use by courts,Judicial Council of California,us-state,California,court-rule,Original,2025-09-01,true,,https://courts.ca.gov/cms/rules/index/ten/rule10_430,,https://safelegalai.com/regulation/us-state/ca-rule-of-court-10-430-generative-ai
jp-jfba-generative-ai-notice-2025,Points of Attention on the Use of Generative AI in Attorney Practice: Five Points for Appropriate Use,JFBA,other,,guidance,Original,2025-09-01,true,Published September 2025 on the JFBA members-only site; exact day not public and the text is not publicly accessible.,https://olga-legal.com/13865/,,https://safelegalai.com/regulation/other/jp-jfba-generative-ai-notice-2025
us-ca-judicial-branch-2025-standard-1080,California Standard of Judicial Administration 10.80: Use of Generative Artificial Intelligence by Judicial Officers,California Judicial Branch,us-state,California,policy,Original,2025-09-01,true,,https://courts.ca.gov/cms/rules/index/standards/Standard10_80,,https://safelegalai.com/regulation/us-state/us-ca-judicial-branch-2025-standard-1080
us-ohsd-newman-2025-civil-ai-ban,Standing Order Governing Civil Cases,Southern District of Ohio (Judge Newman),us-federal,Ohio,standing-order,As posted (undated),2025-08-27,true,,https://www.ohsd.uscourts.gov/sites/ohsd/files//MJN%20Standing%20Civil%20Order%208.27.25.pdf,,https://safelegalai.com/regulation/us-federal/us-ohsd-newman-2025-civil-ai-ban
us-ohsd-newman-2025-criminal-ai-ban,Standing Order Governing Criminal Cases,Southern District of Ohio (Judge Newman),us-federal,Ohio,standing-order,As posted (undated),2025-08-27,true,,https://www.ohsd.uscourts.gov/sites/ohsd/files//MJN%20Standing%20Criminal%20Order%208.27.2025.pdf,,https://safelegalai.com/regulation/us-federal/us-ohsd-newman-2025-criminal-ai-ban
mx-collegiate-court-ai-judicial-criteria-2025,Federal collegiate court criteria on the use of artificial intelligence in judicial decision-making,Mexican federal collegiate court,other,,judgment-guidance,Published in the Semanario Judicial de la Federación,2025-08-22,true,"Source is legal press only; the criteria were not verified against the official Semanario Judicial de la Federacion text, so this record is unverified.",https://elmundodelderecho.com/scjn-fija-lineamientos-para-uso-etico-de-inteligencia-artificial-en-procesos-judiciales/,,https://safelegalai.com/regulation/other/mx-collegiate-court-ai-judicial-criteria-2025
us-ohsd-hopkins-2025-generative-ai-declaration,Standing Order Governing the Use of Generative Artificial Intelligence,Southern District of Ohio (Judge Hopkins),us-federal,Ohio,standing-order,Original,2025-08-20,true,,https://www.ohsd.uscourts.gov/sites/ohsd/files//Standing%20Order%20Governing%20the%20Use%20of%20Generative%20AI.pdf,,https://safelegalai.com/regulation/us-federal/us-ohsd-hopkins-2025-generative-ai-declaration
us-cand-thompson-2025-ai-civility,Standing Order on Civility and Professionalism,Northern District of California (Judge Thompson),us-federal,California,standing-order,Original,2025-08-18,true,,https://www.cand.uscourts.gov/sites/default/files/standing-orders/TLT-Civility-and-Professionalism-Standing-Order.pdf,,https://safelegalai.com/regulation/us-federal/us-cand-thompson-2025-ai-civility
us-tx-hays-county-courts-at-law-2025-local-rule-ai-certification,Hays County Courts at Law Local Rule 1.07 Certification Regarding Use of Artificial Intelligence,Hays County Courts at Law,us-state,Texas,court-rule,Original,2025-08-13,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2504,,https://safelegalai.com/regulation/us-state/us-tx-hays-county-courts-at-law-2025-local-rule-ai-certification
ke-judiciary-draft-ai-policy,Draft Judiciary Artificial Intelligence Policy and draft Practice Directions on AI use in courts,Judiciary of Kenya,other,,policy,Announcement of the AI Adoption Policy Framework,2025-08-11,true,"Chief Justice Martha Koome confirms the Judiciary is developing an AI Adoption Policy Framework covering case management, legal research, predictive analytics and administrative support. The draft policy text is not published; the record rests on the Judiciary's own announcement and press, so it is unverified.",https://judiciary.go.ke/judiciary-to-leverage-ai-to-enhance-justice/,,https://safelegalai.com/regulation/other/ke-judiciary-draft-ai-policy
us-eoir-pm-25-40-generative-ai,Policy Memorandum 25-40: Use of Generative Artificial Intelligence in EOIR Proceedings,DOJ EOIR,us-federal,,policy,Original,2025-08-08,true,,https://www.justice.gov/eoir/media/1410621/dl?inline=,,https://safelegalai.com/regulation/us-federal/us-eoir-pm-25-40-generative-ai
ar-rosario-camara-giacomino-2025,"Camara de Apelacion en lo Civil y Comercial de Rosario, Sala II, Giacomino c/ Monserrat: AI-fabricated citations",Camara Rosario,other,Santa Fe,judgment-guidance,"Judgment (CUIJ 21-11893083-2, August 2025)",2025-08-01,true,"Initial decision; reported by Abogados.com.ar, official text not obtained.",https://abogados.com.ar/la-primera-sentencia-argentina-contra-la-ia-el-riesgo-de-una-profesion-en-piloto-automatico/37412,,https://safelegalai.com/regulation/other/ar-rosario-camara-giacomino-2025
fr-ministere-justice-rapport-ia-justice,L'IA au service de la justice : stratégie et solutions opérationnelles,Ministère de la Justice,other,,report,Working group report,2025-08-01,true,"Report of the Ministry of Justice working group on AI in the service of justice. Month-only date: the source gives the month, so the 1st is recorded as the date. The full report was not read; the record rests on the ministry's published PDF listing and announcement, so it is unverified.",https://www.justice.gouv.fr/sites/default/files/2025-08/rapport_ia_au_service_de_la_justice.pdf,,https://safelegalai.com/regulation/other/fr-ministere-justice-rapport-ia-justice
us-la-act-250-2025-ai-evidence,Louisiana Act No. 250 of 2025: verification and disclosure of AI-generated or falsified evidence (La. C.C.P. art. 371),Louisiana Legislature,us-state,Louisiana,statute,"Act No. 250 (2025 Regular Session, HB 178)",2025-08-01,true,"Signed 11 June 2025, effective 1 August 2025",https://www.legis.la.gov/legis/ViewDocument.aspx?d=1425558,https://web.archive.org/web/20260812134358/https://www.legis.la.gov/legis/ViewDocument.aspx?d=1425558,https://safelegalai.com/regulation/us-state/us-la-act-250-2025-ai-evidence
us-ao-judiciary-interim-ai-guidance,Interim guidance on the use of artificial intelligence in the federal judiciary,AO of the US Courts,us-federal,,guidance,"Interim guidance, distributed judiciary-wide",2025-07-31,true,First judiciary-wide AI guidance; temporary pending a permanent AI governance framework called for by the September 2025 Strategic Plan.,https://www.uscourts.gov/data-news/reports/annual-reports/directors-annual-report/annual-report-2025/court-operations-annual-report-2025,,https://safelegalai.com/regulation/us-federal/us-ao-judiciary-interim-ai-guidance
us-cit-kelly-2025-artificial-intelligence,Order on Artificial Intelligence,United States Court of International Trade (Judge Kelly),us-federal,,standing-order,Original,2025-07-24,true,,https://www.cit.uscourts.gov/sites/cit/files/Order_on_Artificial_Intelligence-Judge_Kelly.pdf,,https://safelegalai.com/regulation/us-federal/us-cit-kelly-2025-artificial-intelligence
us-cit-restani-2025-artificial-intelligence,Order on Artificial Intelligence,United States Court of International Trade (Judge Restani),us-federal,,standing-order,Original,2025-07-24,true,,https://www.cit.uscourts.gov/sites/cit/files/JAR_Order_on_Artificial_Intelligence.pdf,,https://safelegalai.com/regulation/us-federal/us-cit-restani-2025-artificial-intelligence
us-ga-fulton-benton-2025-ai-certification,Standing Order Regarding Use of Artificial Intelligence and Certification of Citations in Judge Benton’s Division,"Superior Court of Fulton County, Georgia (Judge Benton)",us-state,Georgia,standing-order,Original,2025-07-24,true,,https://www.fultonsuperiorcourtga.gov/sites/default/files/judges/Benton/StandingOrderforAIandCitationCertification_Benton.pdf,,https://safelegalai.com/regulation/us-state/us-ga-fulton-benton-2025-ai-certification
kerala-hc-ai-policy-district-judiciary,Policy Regarding Use of Artificial Intelligence Tools in District Judiciary,Kerala High Court,india,Kerala,policy,Original,2025-07-19,true,,https://images.assettype.com/theleaflet/2025-07-22/mt4bw6n7/Kerala_HC_AI_Guidelines.pdf,https://web.archive.org/web/20260904133706/https://images.assettype.com/theleaflet/2025-07-22/mt4bw6n7/Kerala_HC_AI_Guidelines.pdf,https://safelegalai.com/regulation/india/kerala-hc-ai-policy-district-judiciary
eu-commission-guidelines-gpai-providers,Guidelines on the scope of obligations for providers of general-purpose AI models,European Commission,eu,,guidance,Original,2025-07-18,true,,https://digital-strategy.ec.europa.eu/en/policies/guidelines-gpai-providers,,https://safelegalai.com/regulation/eu/eu-commission-guidelines-gpai-providers
br-cam-ccbc-orientacao-administrativa-07-2025,Orientacao Administrativa no 07/2025: Use of Artificial Intelligence Tools in Arbitrations,CAM-CCBC,brazil,,guidance,Original,2025-07-17,true,,https://www.ccbc.org.br/cam-ccbc-centro-arbitragem-mediacao/orientacao-administrativa-no-07-2025/,,https://safelegalai.com/regulation/brazil/br-cam-ccbc-orientacao-administrativa-07-2025
us-cand-kang-2025-ai-filings-evidence,Standing Order for Civil Cases Before Magistrate Judge Peter H. Kang,Northern District of California (Judge Kang),us-federal,California,standing-order,Amended,2025-07-16,true,,https://www.cand.uscourts.gov/sites/default/files/standing-orders/PHK-Civil-Standing-Order_2025.7.16.pdf,,https://safelegalai.com/regulation/us-federal/us-cand-kang-2025-ai-filings-evidence
ar-cpacf-guia-ia-abogados-2025,Guide for the use of Artificial Intelligence for Lawyers (Guia para el uso de Inteligencia Artificial para Abogados),CPACF,other,Ciudad Autonoma de Buenos Aires,guidance,"Original (Laboratorio Fintech y Legaltech, July 2025; published 6 August 2025)",2025-07-11,true,,https://aldiaargentina.microjuris.com/wp-content/uploads/2025/08/CPACF-IA-GUIA.pdf,,https://safelegalai.com/regulation/other/ar-cpacf-guia-ia-abogados-2025
us-ga-fulton-schwall-2025-ai-certification,Standing Order Regarding Use of Artificial Intelligence and Certification of Citations in Judge Schwall’s Division,"Superior Court of Fulton County, Georgia (Judge Sr.)",us-state,Georgia,standing-order,Original,2025-07-11,true,,https://www.fultonsuperiorcourtga.gov/sites/default/files/judges/forms/schwall-standing_order_re_AI_0.pdf,,https://safelegalai.com/regulation/us-state/us-ga-fulton-schwall-2025-ai-certification
eu-gpai-code-of-practice,General-Purpose AI Code of Practice,EU AI Office,eu,,guidance,Final,2025-07-10,true,,https://digital-strategy.ec.europa.eu/en/policies/contents-code-gpai,,https://safelegalai.com/regulation/eu/eu-gpai-code-of-practice
my-bar-circular-242-2025-generative-ai,Circular No. 242/2025: Updates on the Use of Generative Artificial Intelligence in Legal Practice,Malaysian Bar,other,,guidance,"Original, with annexed advisory on the use of generative AI in legal practice",2025-07-03,true,,https://www.malaysianbar.org.my/cms/upload_files/document/Circular%20No%20242-2025.pdf,,https://safelegalai.com/regulation/other/my-bar-circular-242-2025-generative-ai
